HS_KHANANG_TT_NHANH2,TS_KHANANG_TRALAI3,CHISO_LOINHUAN_GOP4,HS_NODAIHAN5,HS_KHOANPHAITHU_TREN_TS6,HS_DONBAY7,HS_VONGQUAY_TS_NGANHAN8,TANGTRUONG_DOANHTHUTHUAN9,TONG_NO10,DOANHTHUTHUAN11
0.010235424,0.438071417,0.127781059,0.164971522,0.395152564,0.029986469,0.43692593,0.002222404,0.001721978,0.011528906
0.023172702,0.437766613,0.250443001,0,0.694113828,0.033505847,0.12337882,0.002836147,0.001737992,0.00658016
0.015483346,0.437940843,0.059952747,0,0.025535598,0.020583237,0.276781575,0.004007021,0.001773836,0.014719443
0.013862698,0.437898722,0.074522544,0,0.283272019,0.06955157,0.259789732,0.001790164,0.001784297,0.008694314
0.018731617,0.437940565,0.297105729,0,0.348409435,0.035530914,0.112476975,0.003523907,0.001822174,0.004276384
0.022975982,0.438615309,0.365015979,0,0.086571647,0.035705058,0.163399563,0.010015959,0.001838069,0.005703708
0.026174504,0.438038587,0.095983461,0.131611066,0.360419823,0.0227427,0.547272659,0.146421815,0.001871337,0.013051156
0.01309074,0.437913267,0.126796614,0,0.502488639,0.084510636,0.383983058,0.003970491,0.00187649,0.018443118
0.011228274,0.43812864,0.11015948,0,0.220947847,0.12216001,0.244213877,0.006261557,0.001903337,0.005855663
0.004436436,0.437701097,0.191770033,0,0.250811513,0.152449442,0.170870769,0.002146666,0.001915222,0.006341392
0.01335581,0.43788456,0.23429809,0,0.523912573,0.054954692,0.121950303,0.001493333,0.001956604,0.004039268
0.026325641,0.438031817,0.427347903,0,0.225600519,0.045111823,0.033357142,0.001494481,0.002062521,0.001412277
0.046236122,0.438031817,0.427347903,0.427888527,0.225600519,0.045111823,0.033357142,0.001494481,0.002062521,0.001412277
0.023063419,0.439334643,0.101299468,0,0.177234365,0.021043376,0.260441337,0.004406557,0.002087072,0.017149158
0.028290414,0.437929183,0.257727899,0,0.374702445,0.006776796,0.136874554,0.001438634,0.002087437,0.015394362
0.048844969,0.437929183,0.257727899,0,0.631573253,0.006776796,0.104394572,0.001438634,0.002087437,0.015394362
0.019629134,0.437919528,0.078854105,0,0.808050206,0.129465282,0.287420272,0.002073224,0.002122139,0.007891406
0.021070743,0.437930421,0.076786769,0.074145647,0.375459857,0.060271345,0.242572334,0.002891612,0.002218064,0.009641343
0.028678719,0.437988908,0.058279189,0.033563873,0.485392772,0.026827001,0.123967771,0.001304945,0.002273377,0.008565901
0.016836598,0.438296604,0.178184682,0.326993491,0.234581259,0.037241628,0.354172149,0.00185041,0.002276178,0.013405737
0.050814393,0.437850413,0.09618035,0.014849471,0.728738368,0.010107108,0.049521948,0.002155656,0.002305602,0.005032968
0.016629658,0.43683678,0.025890923,0,0.664791171,0.189533893,0.128892398,0.00280918,0.002307128,0.006647263
0.014771842,0.437966216,0.218054735,0.049837266,0.084721922,0.055911416,0.182787615,0.005673442,0.002332933,0.007877116
0.033064,0.438184851,0.188619807,0,0.482795932,0.018305323,0.103116424,0.002224317,0.002380357,0.009634088
0.025139801,0.439288981,0.128470171,0,0.594027267,0.046717753,0.229515181,0.002685437,0.002392581,0.010484981
0.019015288,0.437931096,0.120102382,0,0.687946332,0.097508417,0.260077942,0.002226229,0.002457721,0.009046373
0.037188862,0.43811027,0.272199252,0,0.478467864,0.017956802,0.074909465,0.001308579,0.002507741,0.007057922
0.007447538,0.437937945,0.209588502,0.431346623,0.004111664,0.055189317,0.221144568,0.003159371,0.002566085,0.011295326
0.007931175,0.437946746,0.046072061,0.061635476,0.227980957,0.040394261,0.286731075,0.00388959,0.002603969,0.014364842
0.035875138,0.438124921,0.029828706,0,0.738151915,0.024790546,0.548387905,0.003266284,0.002622016,0.100381115
0.010500494,0.437963979,0.128765505,0,0.304046743,0.036006998,0.062428731,0.000845546,0.00266472,0.003149558
0.020445271,0.437865527,0.150620201,0.377847844,0.484310755,0.063779334,0.137977269,0.002017186,0.002699935,0.007460756
0.008900773,0.437946746,0.046072061,0.058380797,0.272668254,0.043970588,0.278924351,0.00388959,0.002829545,0.014364842
0.040665,0.437937786,0.03721205,0.446399512,0.851006276,0.08968378,0.973071188,0.003620109,0.002879178,0.033074604
0.019131547,0.438029944,0.227702304,0,0.782190002,0.037164178,0.170820646,0.020241664,0.00289592,0.00713426
0.024509679,0.437955038,0.069994093,0.221623271,0.436702013,0.028416986,0.219352656,0.001892677,0.002956778,0.012848881
0.018164274,0.437863297,0.069895649,0,0.162951742,0.038070788,0.088906432,0.002156803,0.00301335,0.00719888
0.004952625,0.438076288,0.203288049,0.048413344,0.160787708,0.014508039,0.03976041,0.000397623,0.003041654,0.003638848
0.046938325,0.437923485,0.136247293,0,0.823414845,0.013505756,0.033394735,0.000971011,0.003053814,0.004431453
0.019189518,0.437964497,0.09225805,0,0.615329873,0.072594269,0.166070111,0.014506823,0.003107559,0.011105834
0.019045515,0.438025007,0.14609175,0,0.005518286,0.118736304,0.083781311,0.000966229,0.003109957,0.00538968
0.017659711,0.438255151,0.092045678,0,0.030188271,0.124850227,0.190105635,0.00230694,0.003110887,0.009752591
0.041213742,0.446637532,0.374680055,0.119406021,0.67690976,0.024218789,0.407265391,0.00515418,0.00313177,0.026653515
0.017238854,1,0.056211853,0.295870627,0.678749188,0.075278247,0.08741526,0.001362131,0.003160586,0.006296242
0.0198291,0.437995247,0.110553259,0.309397884,0.277320926,0.012166342,0.233976166,0.002095601,0.003171596,0.014541154
0.020073243,0.437995247,0.110553259,0.309397884,0.280999784,0.012166342,0.230542711,0.002095601,0.003171596,0.014541154
0.024842179,0.438249433,0.064874975,0.108421481,0.392988531,0.055480891,0.617282558,0.006309371,0.003236238,0.034994902
0.012630355,0.437871113,0.405788541,0.053803906,0.124540143,0.113932182,0.021152087,0.001693579,0.003282518,0.001222767
0.047814916,0.437959816,0.060740303,0,0.722138065,0.009200497,0.106900743,0.001572513,0.003298545,0.012519146
0.027813207,0.437923539,0.065041139,0,0.851918294,0.039716114,0.225986288,0.002077603,0.003354472,0.016727769
0.039972098,0.437969849,0.059952747,0.010272579,0.744319411,0.015735835,0.073343107,0.003023388,0.003361323,0.008236757
0.017620183,0.43817869,0.118822603,0,0.56989829,0.019086647,0.225379998,0.002590382,0.003438083,0.0256884
0.018699064,0.438009429,0.137330183,0,0.402402077,0.018765461,0.107640064,0.000855874,0.003446063,0.01274802
0.018699064,0.438009429,0.137330183,0,0.402402077,0.018765461,0.107640064,0.000855874,0.003446063,0.01274802
0.010814393,0.437907192,0.051978736,0.032750203,0.358039385,0.169080497,0.078117364,0.000472978,0.003470549,0.006106883
0.024144626,0.438288703,0.353416027,0.563567941,0.224410301,0.036975112,0.07645076,0.00164806,0.003498908,0.003387987
0.024144626,0.438288703,0.353416027,0.563567941,0.224410301,0.036975112,0.07645076,0.00164806,0.003498908,0.003387987
0.027678893,0.438116543,0.067532979,0.298515053,0.639904783,0.055528727,0.076951994,0.001230355,0.003675366,0.006158231
0.01712957,0.437962953,0.046564284,0,0.715645964,0.085414968,0.220994198,0.003939699,0.003702426,0.01333637
0.041236994,0.437926562,0.155050207,0.043531326,0.422527591,0.012280238,0.071012368,0.001457951,0.003718511,0.012191338
0.01831076,0.438120951,0.429415239,0.171175753,0.556914088,0.061118729,0.203977294,0.001768743,0.004054535,0.011549476
0.024743418,0.437931707,0.167801635,0.01334169,0.462125735,0.073692218,0.166808419,0.002267258,0.004262852,0.011185114
0.012049061,0.438298378,0.111340815,0,0.356740965,0.050351027,0.064496322,0.000833688,0.004296537,0.007646035
0.01143289,0.437884533,0.096771018,0.317229455,0.376109067,0.355762441,0.203313159,0.002471229,0.004514834,0.013535556
0.018031739,0.438233624,0.155837763,0,0.821575417,0.071975271,0.325050437,0.00429448,0.004520908,0.022280561
0.013111667,0.438000628,0.131620398,0,0.284678641,0.01789302,0.176484593,0.002093688,0.004743653,0.016648122
0.017817822,0.437871397,0.106812365,0,0.327418308,0.068890974,0.064308359,0.001871065,0.004923171,0.007047783
0.01937569,0.438037197,0.117149045,0.063974776,0.404782515,0.028852068,0.226181973,0.001728197,0.005158033,0.031091271
0.021933384,0.437917774,0.263733018,0,0.762064488,0.061788436,0.022317457,0.001292322,0.005237042,0.001878686
0.007549846,0.437977366,0.073931876,0.005085435,0.294957801,0.065332872,0.040386953,0.004707595,0.005282747,0.004535295
0.017045864,0.438013327,0.108289033,0,0.319519585,0.024132228,0.098830871,0.001026858,0.005298591,0.018612661
0.006598849,0.437991217,0.112620595,0,0.219757628,0.027831562,0.115722467,0.001642705,0.005331019,0.014391532
0.018901354,0.438006511,0.062906084,0.035191212,0.463968838,0.0292097,0.238349435,0.002262951,0.0053513,0.028622698
0.005096785,0.437927237,0.272691475,0,0.26347111,0.054624395,0.176020952,0.001775437,0.005428668,0.01401976
0.025586235,0.437940049,0.157019098,0,0.622159706,0.031647069,0.064959964,0.000308115,0.005473806,0.012091026
0.020142998,0.438010587,0.110947037,0,0.672473491,0.039485374,0.322431488,0.001325218,0.005810696,0.044286244
0.006394234,0.438001706,0.090962788,0,0.307292794,0.13405528,0.169818177,0.002725983,0.005888143,0.016248789
0.010177813,0.437917525,0.071326137,0,0.503126869,0.997398434,0.193969927,0.001744715,0.006039342,0.020781387
0.010739987,0.437852583,0.115672376,0,0.120103874,0.288775803,0.065035149,0.002121994,0.006042822,0.007590625
0.010739987,0.43791876,0.115672376,0,0.120103874,0.288775803,0.065035149,0.002121994,0.006042822,0.007590625
0.01831541,0.437934259,0.052569403,0,0.456070115,0.035710869,0.180005764,0.008813114,0.006070963,0.019635714
0.020147649,0.437922579,0.125418389,0,0.431075525,0.021904428,0.086663409,0.001817513,0.006082802,0.017979644
0.018071267,0.43803817,0.216085844,0.40327502,0.067517853,0.010152666,0.115070862,0.001802213,0.006191798,0.02596327
0.041336976,0.438007821,0.430990352,0.880288853,0.094351872,0.003772227,0.251143441,0.001826311,0.006244904,0.00894673
0.01936639,0.437861974,0.085548336,0,0.486474789,0.029052524,0.147463128,0.002485956,0.006320523,0.03176323
0.017810847,0.437995267,0.1415633,0,0.603657217,0.040749616,0.171722868,0.003412978,0.006591917,0.023423107
0.02201709,0.43793046,0.040952943,0,0.748431076,0.061733766,0.160420034,0.000953033,0.006722184,0.050401624
0.025128175,0.438011024,0.057983855,0,0.692599005,0.041512718,0.279375462,0.004587677,0.007143473,0.05754935
0.022386793,0.438099761,0.23085253,0.610150529,0.160787708,0.01741238,0.489217197,0.002240956,0.007459636,0.061067278
0.01031913,0.437852629,0.219334515,0,0.549448171,0.051073126,0.049922935,0.001897841,0.00748894,0.007894892
0.013227925,0.437919534,0.067040756,0,0.427613071,0.048631201,0.109369322,0.003142349,0.007739838,0.022323828
0.009079812,0.437898305,0.073341209,0.029393816,0.451850249,0.069337446,0.138904552,0.002290683,0.007785637,0.017963537
0.011674708,0.437920534,0.083677889,0.027563059,0.551828609,0.049362412,0.116411664,0.00269041,0.008260383,0.018984742
0.017773644,0.438391754,0.075113211,0,0.706989829,0.064975239,0.404170269,0.002385546,0.00892591,0.06940653
0.013502296,0.43834723,0.089781453,0,0.5,0.045376061,0.364322143,0.014591556,0.009333263,0.055109898
0.032452479,0.437930897,0.09854302,0.005187144,0.360960831,0.022145887,0.062554039,0.000943661,0.009691574,0.020588533
0.005719933,0.437908767,0.05463674,0,0.09164683,0.079900136,0.102427227,0.002032677,0.010517255,0.022185151
0.006452363,0.437856885,0.082988777,0,0.221597057,0.081175768,0.095560317,0.001680574,0.010785813,0.020593526
0.035340348,0.43791921,0.14048041,0.581468674,0.356524562,0.016332648,0.069032493,0.001613251,0.012068013,0.027299976
0.018557228,0.437928667,0.041149833,0.025020342,0.550313785,0.071711033,0.278698796,0.006074699,0.012106745,0.063450872
0.009026333,0.437925073,0.078755661,0,0.070114694,0.101553993,0.068493666,0.00144112,0.013402602,0.016531981
0.02293786,0.438779504,0.048926954,0.171989422,0.782947414,0.136164629,0.379321579,0.002454207,0.013406213,0.084601485
0.066867407,0.439421772,0.095294349,0.433787632,0.611664142,0.004667447,0.004623886,0.000728497,0.013655382,0.003939367
0.017016944,0.437929648,0.139011148,0.061245482,0.224134841,0.079117621,0.070604572,0.001451963,0.014270908,0.019928878
0.006647678,0.437920858,0.080330774,0.025732303,0.38909327,0.116376384,0.170344473,0.001215628,0.014694317,0.061048902
0.008049759,0.437917238,0.122071274,0,0.381302748,0.137797894,0.101349573,0.000892978,0.015398401,0.031512182
0.019092019,0.438047117,0.072061429,0.028071603,0.334776023,0.038448922,0.226069195,0.001728962,0.015499799,0.112953412
0.026107074,0.437947435,0.158692656,0.291903987,0.420255356,0.018120811,0.126486473,0.002516557,0.016308643,0.038370315
0.021189327,0.438046025,0.074325655,0,0.333152997,0.042332767,0.356126963,0.001727432,0.017385408,0.135668942
0.021649712,0.438046025,0.074325655,0.020545159,0.333152997,0.042332767,0.356126963,0.001727432,0.017385408,0.135668942
0.025609487,0.438037693,0.124729277,0.560313263,0.350898074,0.054925079,0.225918825,0.001106803,0.018547882,0.053149136
0.016715689,0.437943735,0.19019492,0.052278275,0.529322657,0.017874797,0.081350325,0.001491994,0.019036751,0.042676544
0.002620473,0.437987485,0.059558968,0,0.102142393,0.070424011,0.286680952,0.003115382,0.019281306,0.09248255
0.009177469,0.437996809,0.098739909,0.014442636,0.220406838,0.031262101,0.120233575,0.001421994,0.019622838,0.06100256
0.009177469,0.438026728,0.098739909,0.014442636,0.220406838,0.031262101,0.120233575,0.001421994,0.019622838,0.06100256
0.009079812,0.43796965,0.48602087,0.28539463,0.140770396,0.012086615,0.024522888,0.013741611,0.019664978,0.008497119
0.024458525,0.437936965,0.025103367,0,1,0.224385988,0.386664662,0.002768442,0.019751636,0.150311454
0.02452363,0.437981589,0.027564481,0,0.974247998,0.202363109,0.384622132,0.002768442,0.019755043,0.150311454
0.01401616,0.437919131,0.042232723,0,0.522830556,0.161096406,0.228462589,0.004750437,0.020147227,0.089106148
0.011811893,0.438019601,0.138609963,0.016883645,0.582016879,0.054134643,0.21779883,0.003898388,0.020327304,0.094303485
0.016322734,0.437921798,0.099724355,0.019528072,0.4807401,0.050963786,0.108517224,0.001391776,0.0204971,0.04692311
0.018880428,0.439719257,0.0753101,0,0.728954772,0.186545269,0.271531145,0.002723114,0.021049933,0.098881658
8.13812E-05,0.437918217,0.050502067,0,0,0.182659147,0.217310126,0.003320027,0.021454421,0.10951458
0.015850724,0.437968029,0.080429218,0.042412531,0.464834451,0.04170634,0.182662306,0.001625683,0.021620846,0.09962227
0.007159216,0.437919117,0.539673164,0.846419854,0.001839429,0.002134406,0.199165445,0.002017951,0.022996489,0.01651559
